pos gpos p1 ihh1 p2 ihh2 xpehh
Locus63	15600	0.0156001	0	0.00518342	0.008	0.00507276	0.0215798
Locus64	15601	0.0156011	0.024	0.00515617	0	0.00509697	0.0115478
Locus65	15602	0.0156021	0	0.00533373	0.008	0.00508849	0.0470698
Locus66	15603	0.0156031	0	0.00533373	0.016	0.00502037	0.0605463
Locus67	16000	0.0160001	0	0.00533373	0.032	0.00494468	0.0757385
Locus68	16001	0.0160011	0.016	0.00523827	0.104	0.00467824	0.11307
Locus69	16002	0.0160021	0	0.00528097	0.104	0.00467824	0.121189
Locus70	16800	0.0168001	0.016	0.00517107	0	0.00495001	0.0436886
Locus71	16801	0.0168011	0.008	0.00514717	0	0.00495001	0.0390568
Locus72	17200	0.0172001	0.416	0.0043341	0.4	0.00418511	0.03498
Locus73	17201	0.0172011	0.104	0.00480495	0	0.00478006	0.00519298
Locus74	17600	0.0176001	0.144	0.00492768	0	0.00471068	0.0450363
Locus75	17601	0.0176011	0.32	0.00469904	0.304	0.0041225	0.130899
Locus76	17602	0.0176021	0	0.00555227	0.096	0.00480749	0.14403
Locus77	18000	0.0180001	0.008	0.00550623	0	0.00538006	0.0231806
Locus78	18001	0.0180011	0.144	0.00546885	0.016	0.00534023	0.0237986
Locus79	18400	0.0184001	0	0.00626694	0.056	0.00498574	0.228706
Locus80	19200	0.0192001	0	0.00626694	0.008	0.0053414	0.159802
Locus81	19201	0.0192011	0.008	0.00621957	0	0.00540597	0.140198
Locus82	19202	0.0192021	0.008	0.00622093	0	0.00540597	0.140417
Locus83	19600	0.0196001	0.024	0.00614286	0	0.00540597	0.127788
Locus84	19601	0.0196011	0.088	0.00570827	0	0.00540597	0.0544128
Locus85	19602	0.0196021	0.032	0.00626231	0	0.00550305	0.129246
Locus86	20000	0.0200001	0	0.0064975	0.128	0.00491587	0.27895
Locus87	20400	0.0204001	0.016	0.00637516	0	0.00514131	0.215101
Locus88	20401	0.0204011	0	0.0061707	0.136	0.0042221	0.379479
Locus89	20402	0.0204021	0	0.00620122	0.008	0.00464937	0.288016
Locus90	20403	0.0204031	0	0.00623124	0.08	0.00432515	0.365128
Locus91	20404	0.0204041	0	0.00623124	0.048	0.00445766	0.334951
Locus92	20800	0.0208001	0	0.00626071	0.016	0.00464512	0.298476
Locus93	21200	0.0212001	0.424	0.00495262	0.504	0.00388027	0.244012
Locus94	21600	0.0216001	0	0.00606652	0.016	0.00481081	0.231921
Locus95	22400	0.0224001	0.824	0.00550559	0.88	0.0046192	0.175544
Locus96	22401	0.0224011	0.824	0.00550559	0.88	0.0046192	0.175544
Locus97	22800	0.0228001	0	0.00556407	0.008	0.00462365	0.185144
Locus98	22801	0.0228011	0.176	0.00550559	0.12	0.00462854	0.173523
Locus99	22802	0.0228021	0.024	0.00615924	0	0.00516841	0.175389
Locus100	23600	0.0236001	0	0.00617897	0.008	0.00511361	0.189245
Locus101	23601	0.0236011	0	0.00620241	0.12	0.00455508	0.308695
Locus102	23602	0.0236021	0	0.00638254	0.024	0.00526366	0.19274
Locus103	23603	0.0236031	0.04	0.00627727	0.08	0.00519109	0.189991
Locus104	24000	0.0240001	0	0.00623469	0.104	0.00480345	0.260795
Locus105	24400	0.0244001	0.008	0.00614037	0	0.00534382	0.138944
Locus106	24401	0.0244011	0.36	0.00491042	0.376	0.00462971	0.0588647
Locus107	24800	0.0248001	0.016	0.00530039	0	0.00500082	0.0581773
Locus108	25200	0.0252001	0.08	0.0050487	0	0.00500082	0.00952847
Locus109	25201	0.0252011	0.544	0.00436128	0.472	0.00458172	-0.04931
Locus110	26000	0.0260002	0	0.00528893	0.24	0.00503915	0.0483796
Locus111	26800	0.0268002	0.176	0.00492651	0.096	0.00561862	-0.131455
Locus112	27200	0.0272002	0.272	0.00451436	0.08	0.00567981	-0.229654
Locus113	27201	0.0272012	0.08	0.00487396	0	0.00590392	-0.19171
Locus114	27600	0.0276002	0.008	0.00511871	0	0.00590392	-0.142714
Locus115	27601	0.0276012	0.008	0.00514615	0	0.00590392	-0.137368
Locus116	28000	0.0280002	0.08	0.00442441	0	0.00579862	-0.270484
Locus117	28001	0.0280012	0.024	0.00459818	0.064	0.00569499	-0.213925
Locus118	28002	0.0280022	0.008	0.00458167	0	0.00569511	-0.217544
Locus119	28003	0.0280032	0.024	0.00462105	0.064	0.00569499	-0.208963
Locus120	28400	0.0284002	0.008	0.00469776	0	0.00590837	-0.229285
Locus121	28401	0.0284012	0.056	0.00434645	0	0.00590837	-0.307011
Locus122	28800	0.0288002	0.296	0.00377508	0.168	0.00506452	-0.293838
Locus123	28801	0.0288012	0.64	0.00400233	0.68	0.00473579	-0.168271
Locus124	28802	0.0288022	0	0.0047194	0.016	0.00559594	-0.17036
Locus125	28803	0.0288032	0.008	0.00466973	0	0.00567775	-0.195454
Locus126	30000	0.0300002	0.008	0.00467933	0	0.00567775	-0.193401
Locus127	30001	0.0300012	0.424	0.00382605	0.416	0.00478996	-0.224691
Locus128	30002	0.0300022	0.056	0.00420075	0	0.00522103	-0.217431
Locus129	30400	0.0304002	0	0.00435458	0.176	0.00431442	0.00926548
Locus130	30401	0.0304012	0.008	0.00430786	0	0.00478496	-0.105038
Locus131	31200	0.0312002	0.008	0.00430931	0	0.00478496	-0.104701
Locus132	31600	0.0316002	0.448	0.0032463	0.416	0.00402019	-0.213814
Locus133	31601	0.0316012	0	0.00394152	0.008	0.00438284	-0.106129
Locus134	31602	0.0316022	0.016	0.00392936	0.016	0.00444329	-0.122919
Locus135	32000	0.0320002	0.104	0.00377717	0.168	0.0042145	-0.109556
Locus136	32001	0.0320012	0	0.0039218	0.008	0.00426705	-0.0843733
Locus137	32400	0.0324002	0.08	0.00385915	0.168	0.00424169	-0.0945154
Locus138	32800	0.0328002	0.608	0.00317687	0.424	0.00388801	-0.202001
Locus139	33200	0.0332002	0.688	0.00324764	0.592	0.00389145	-0.180852
Locus140	33201	0.0332012	0.216	0.00292851	0.184	0.00346137	-0.167172
Locus141	33202	0.0332022	0.128	0.00292146	0.336	0.00413632	-0.347723
Locus142	33600	0.0336002	0.312	0.00327206	0.392	0.00431885	-0.277569
Locus143	34000	0.0340002	0.096	0.00302881	0	0.00434086	-0.359903
Locus144	34001	0.0340012	0.312	0.00311095	0.392	0.00424452	-0.310701
Locus145	34400	0.0344002	0.608	0.00305725	0.44	0.00421801	-0.321847
Locus146	34401	0.0344012	0	0.00349597	0.064	0.00422026	-0.188285
Locus147	34402	0.0344022	0	0.0035526	0.008	0.0043667	-0.206328
Locus148	34403	0.0344032	0.264	0.00316402	0.352	0.00438479	-0.326298
Locus149	34800	0.0348002	0.008	0.00378362	0.016	0.00489343	-0.257211
Locus150	34801	0.0348012	0	0.00389122	0.008	0.00501028	-0.25277
Locus151	35200	0.0352002	0.6	0.0035624	0.6	0.00487617	-0.313925
Locus152	36000	0.0360002	0	0.00457525	0.008	0.00569563	-0.219037
Locus153	36001	0.0360012	0	0.00457525	0.024	0.00556445	-0.195736
Locus154	36400	0.0364002	0.056	0.00442314	0	0.00570738	-0.254911
Locus155	36800	0.0368002	0	0.00480188	0.008	0.00569991	-0.171443
Locus156	36801	0.0368012	0	0.00480188	0.008	0.00570038	-0.171525
Locus157	37600	0.0376002	0.48	0.00382848	0.36	0.00491119	-0.249049
Locus158	37601	0.0376012	0.168	0.0037074	0.248	0.00458947	-0.213435
Locus159	37602	0.0376022	0.04	0.00386318	0.04	0.00489961	-0.237665
Locus160	38000	0.0380002	0.12	0.00353681	0	0.00493169	-0.332458
Locus161	38001	0.0380012	0.008	0.00408182	0	0.0051807	-0.238396
Locus162	38002	0.0380022	0.04	0.00404015	0.176	0.00459265	-0.128176
Locus163	38400	0.0384002	0.088	0.00426813	0.08	0.00565008	-0.280493
Locus164	38800	0.0388002	0	0.00432709	0.024	0.00566706	-0.269775
Locus165	38801	0.0388012	0.352	0.00390214	0.376	0.00530875	-0.307831
Locus166	38802	0.0388022	0.008	0.00408315	0	0.00544713	-0.28822
Locus167	38803	0.0388032	0.096	0.00383485	0.184	0.00487062	-0.23909
Locus168	39200	0.0392002	0.184	0.00356326	0.048	0.00461855	-0.259405
Locus169	39201	0.0392012	0.048	0.00370429	0	0.00470161	-0.238412
Locus170	39202	0.0392022	0.488	0.00363694	0.36	0.00455352	-0.224758
Locus171	39600	0.0396002	0.336	0.00393046	0.376	0.00479743	-0.199323
Locus172	39601	0.0396012	0.008	0.00422376	0	0.00517024	-0.202193
Locus173	40000	0.0400002	0.024	0.00418467	0	0.00517024	-0.211492
Locus174	40001	0.0400012	0	0.00428214	0.008	0.005136	-0.181823
Locus175	40002	0.0400022	0	0.00428214	0.008	0.00516888	-0.188204
Locus176	40003	0.0400032	0.056	0.00406163	0	0.0049391	-0.1956
Locus177	40400	0.0404002	0.008	0.00406605	0	0.0049391	-0.194511
Locus178	40401	0.0404012	0.016	0.00406944	0	0.0049391	-0.193678
Locus179	40402	0.0404022	0.088	0.0040375	0.176	0.004644	-0.139952
Locus180	40403	0.0404032	0.336	0.00388699	0.376	0.00457314	-0.162565
Locus181	41200	0.0412002	0.336	0.00388699	0.376	0.00457314	-0.162565
Locus182	41201	0.0412012	0	0.00428391	0.016	0.00473442	-0.0999928
Locus183	41600	0.0416002	0	0.00424866	0.024	0.00476466	-0.114622
Locus184	41601	0.0416012	0	0.00424866	0.144	0.00456781	-0.0724301
Locus185	42000	0.0420002	0.624	0.00383036	0.448	0.00453155	-0.168104
Locus186	42001	0.0420012	0.272	0.00349359	0.128	0.00456903	-0.26837
Locus187	42002	0.0420022	0.096	0.00362285	0	0.00479796	-0.280931
Locus188	42400	0.0424002	0	0.00406376	0.008	0.00475367	-0.156808
Locus189	42800	0.0428002	0.264	0.00375291	0.336	0.00440912	-0.161143
Locus190	42801	0.0428012	0.168	0.00382238	0.256	0.0048117	-0.230179
Locus191	43600	0.0436003	0.008	0.00400895	0	0.00510489	-0.24167
Locus192	43601	0.0436013	0.352	0.00362997	0.336	0.00475531	-0.270039
Locus193	43602	0.0436023	0	0.00398936	0.024	0.00507136	-0.239977
Locus194	44000	0.0440003	0.192	0.00380416	0.048	0.00510003	-0.29315
Locus195	44400	0.0444003	0.088	0.0039509	0.176	0.00490285	-0.215872
Locus196	44800	0.0448003	0.288	0.00376506	0.36	0.00477835	-0.23833
Locus197	45600	0.0456003	0.08	0.00408722	0.2	0.00469224	-0.138046
Locus198	45601	0.0456013	0.272	0.00381772	0.248	0.00463201	-0.193338
Locus199	45602	0.0456023	0.056	0.0040468	0	0.00471499	-0.15282
Locus200	45603	0.0456033	0.08	0.00419358	0.2	0.00475625	-0.125905
Locus201	46400	0.0464003	0.024	0.00428	0	0.00508245	-0.171841
Locus202	46401	0.0464013	0.008	0.00417912	0	0.00499119	-0.177574
Locus203	46402	0.0464023	0	0.00421164	0.032	0.00483465	-0.137956
Locus204	46800	0.0468003	0.088	0.00403084	0.176	0.00461052	-0.134365
Locus205	46801	0.0468013	0.048	0.00400056	0	0.00491882	-0.206636
Locus206	46802	0.0468023	0.192	0.00386997	0.048	0.00483953	-0.22357
Locus207	46803	0.0468033	0.008	0.00403118	0	0.00505508	-0.226335
Locus208	47200	0.0472003	0.024	0.00395851	0	0.00505519	-0.244547
Locus209	47201	0.0472013	0.272	0.00376753	0.248	0.0047272	-0.226913
Locus210	47202	0.0472023	0.088	0.00427139	0	0.00540199	-0.234828
Locus211	47203	0.0472033	0.288	0.0040882	0.36	0.00506906	-0.21505
Locus212	48000	0.0480003	0	0.00488132	0.016	0.00618074	-0.236023
Locus213	48400	0.0484003	0.024	0.00484112	0.016	0.00620727	-0.248574
Locus214	48401	0.0484013	0.088	0.00480329	0	0.00634334	-0.278105
Locus215	48800	0.0488003	0.04	0.00516485	0	0.00635223	-0.206931
Locus216	49200	0.0492003	0.08	0.00524707	0.08	0.00607759	-0.146937
Locus217	49600	0.0496003	0	0.00560742	0.04	0.00592704	-0.0554342
Locus218	50000	0.0500003	0	0.00566302	0.016	0.00621325	-0.0927257
Locus219	50001	0.0500013	0.096	0.0052385	0.176	0.00563546	-0.0730451
Locus220	50002	0.0500023	0.112	0.00461284	0	0.00582157	-0.232726
Locus221	50400	0.0504003	0	0.00494582	0.008	0.005745	-0.149787
Locus222	50800	0.0508003	0.056	0.00461318	0.2	0.00503079	-0.08666
Locus223	50801	0.0508013	0	0.00492716	0.064	0.00589295	-0.178995
Locus224	51200	0.0512003	0.696	0.00410659	0.648	0.0056907	-0.32624
Locus225	51201	0.0512013	0.6	0.00398039	0.472	0.0055694	-0.335906
Locus226	51202	0.0512023	0.696	0.00416233	0.648	0.00590578	-0.349856
Locus227	52800	0.0528003	0.216	0.00406905	0	0.00657282	-0.479535
Locus228	53200	0.0532003	0.008	0.00452456	0	0.00657282	-0.373424
Locus229	53201	0.0532013	0.4	0.00407922	0.536	0.0058205	-0.355481
Locus230	53202	0.0532023	0.04	0.00473697	0	0.00648758	-0.314493
Locus231	53600	0.0536003	0.016	0.00487211	0	0.00648758	-0.286362
Locus232	54000	0.0540003	0.616	0.00428834	0.64	0.00605379	-0.344785
Locus233	54001	0.0540013	0.48	0.00402263	0.416	0.00577911	-0.362314
Locus234	54002	0.0540023	0	0.00542842	0.032	0.00694924	-0.246985
Locus235	54400	0.0544003	0.136	0.00538105	0.224	0.00694739	-0.255483
Locus236	56400	0.0564004	0.112	0.00558942	0	0.00790494	-0.346612
Locus237	56800	0.0568004	0.032	0.00586895	0.008	0.00783697	-0.289177
Locus238	56801	0.0568014	0.024	0.00583989	0	0.007873	-0.298727
Locus239	57200	0.0572004	0.016	0.00576987	0	0.007873	-0.31079
Locus240	57201	0.0572014	0	0.00584537	0.088	0.00705669	-0.188325
Locus241	57202	0.0572024	0.008	0.00598029	0	0.00790707	-0.279288
Locus242	57203	0.0572034	0.064	0.00535149	0	0.00758642	-0.348985
Locus243	57204	0.0572044	0.008	0.0058209	0	0.00758642	-0.264904
Locus244	58000	0.0580004	0	0.00579795	0.024	0.00711116	-0.20416
Locus245	58400	0.0584004	0.408	0.00423863	0.432	0.00534579	-0.23207
Locus246	58401	0.0584014	0.168	0.00414852	0.24	0.00505197	-0.197027
Locus247	58402	0.0584024	0	0.00445525	0.016	0.00516177	-0.147196
Locus248	58800	0.0588004	0	0.0045048	0.144	0.0051841	-0.140453
Locus249	58801	0.0588014	0	0.0045048	0.008	0.00547757	-0.195518
Locus250	59200	0.0592004	0.024	0.00437931	0.056	0.00522237	-0.176061
Locus251	59201	0.0592014	0.584	0.00402501	0.656	0.0050088	-0.21867
Locus252	59600	0.0596004	0.016	0.00412274	0	0.00510014	-0.212752
Locus253	59601	0.0596014	0.008	0.00414003	0	0.00516594	-0.221383
Locus254	59602	0.0596024	0.424	0.00402448	0.344	0.00507438	-0.231808
Locus255	59603	0.0596034	0	0.00447839	0.024	0.00523698	-0.15648
Locus256	60000	0.0600004	0.144	0.00429129	0.24	0.00502809	-0.158454
Locus257	60001	0.0600014	0	0.00440924	0.032	0.00516349	-0.157911
Locus258	60400	0.0604004	0.312	0.00396163	0.32	0.00501483	-0.235744
Locus259	60800	0.0608004	0.456	0.00387227	0.32	0.00510387	-0.276158
Locus260	60801	0.0608014	0.264	0.00351048	0.296	0.00490792	-0.335096
Locus261	60802	0.0608024	0.088	0.00422707	0.072	0.00547334	-0.25838
Locus262	61200	0.0612004	0	0.00457727	0.04	0.00546247	-0.176799
Locus263	61201	0.0612014	0.008	0.00454923	0	0.00577205	-0.238071
Locus264	61600	0.0616004	0.008	0.00454974	0	0.00577205	-0.237959
Locus265	61601	0.0616014	0.144	0.0043761	0.24	0.0054437	-0.218302
Locus266	61602	0.0616024	0.08	0.00467382	0.048	0.00610046	-0.266388
Locus267	62000	0.0620004	0.016	0.00492352	0	0.00629224	-0.245292
Locus268	62799	0.0627994	0.104	0.00464665	0	0.00618165	-0.28544
Locus269	63200	0.0632004	0.016	0.00510435	0	0.0062214	-0.197902
Locus270	63201	0.0632014	0.392	0.00437279	0.416	0.0052621	-0.185129
Locus271	64000	0.0640004	0	0.00551655	0.024	0.00643018	-0.153249
Locus272	64001	0.0640014	0.16	0.00516057	0.096	0.0062646	-0.193868
Locus273	65199	0.0651994	0.008	0.00541788	0	0.00658217	-0.194659
Locus274	65200	0.0652004	0.064	0.0052437	0.048	0.00639259	-0.198113
Locus275	65600	0.0656004	0.816	0.00514316	0.752	0.00566404	-0.0964697
Locus276	65601	0.0656014	0.048	0.00544187	0	0.00632915	-0.151043
Locus277	66400	0.0664004	0	0.00569787	0.008	0.00628025	-0.0973168
Locus278	66800	0.0668004	0.04	0.00545451	0.264	0.00528556	0.0314646
Locus279	67200	0.0672004	0	0.00566172	0.048	0.00573553	-0.0129519
Locus280	67201	0.0672014	0.792	0.00505975	0.776	0.00542448	-0.0696038
Locus281	67202	0.0672024	0.28	0.00454816	0.304	0.0055126	-0.192315
Locus282	67600	0.0676004	0	0.00595359	0.008	0.00701181	-0.163601
Locus283	68400	0.0684004	0.016	0.0058327	0	0.00707386	-0.192926
Locus284	68800	0.0688004	0.064	0.00572549	0.048	0.00698663	-0.199071
Locus285	69200	0.0692004	0.008	0.00644821	0	0.00796594	-0.211373
Locus286	69201	0.0692014	0.008	0.00646979	0	0.00796594	-0.208031
Locus287	69202	0.0692024	0.112	0.005958	0.016	0.00788437	-0.280148
Locus288	69600	0.0696004	0.016	0.00670552	0	0.00789704	-0.163557
Locus289	70000	0.0700004	0	0.00688968	0.016	0.00788437	-0.134857
Locus290	70001	0.0700014	0.104	0.00637551	0.168	0.00717547	-0.118204
Locus291	70002	0.0700024	0.08	0.00616612	0	0.00744145	-0.187997
Locus292	70003	0.0700034	0.048	0.00592875	0.152	0.00612246	-0.0321509
Locus293	70400	0.0704004	0.008	0.0061119	0	0.00671978	-0.0948169
Locus294	70800	0.0708004	0.184	0.00598717	0.224	0.00634508	-0.0580608
Locus295	70801	0.0708014	0.144	0.00546348	0.088	0.00603014	-0.0986841
Locus296	71600	0.0716005	0.816	0.00647523	0.776	0.00654459	-0.0106548
Locus297	71601	0.0716015	0	0.00738171	0.016	0.00759519	-0.0285104
Locus298	72000	0.0720005	0	0.00738171	0.024	0.00761127	-0.0306258
Locus299	72800	0.0728005	0.304	0.00604428	0.2	0.00675576	-0.111282
Locus300	73200	0.0732005	0.016	0.00793881	0	0.0077543	0.0235159
Locus301	73201	0.0732015	0.008	0.00795281	0	0.0077543	0.0252782
Locus302	74800	0.0748005	0.008	0.00798921	0	0.0077543	0.0298444
Locus303	74801	0.0748015	0	0.00798121	0.056	0.00731707	0.08688
Locus304	74802	0.0748025	0.104	0.00725897	0.152	0.00671288	0.0782102
Locus305	75200	0.0752005	0.104	0.00725897	0.152	0.00671288	0.0782102
Locus306	75600	0.0756005	0.016	0.00784386	0	0.00734594	0.0655832
Locus307	76000	0.0760005	0	0.00790404	0.008	0.00728228	0.0819299
Locus308	76001	0.0760015	0.144	0.00711364	0.24	0.00628833	0.123318
Locus309	76400	0.0764005	0	0.00832158	0.016	0.00696094	0.178537
Locus310	76401	0.0764015	0	0.00830186	0.016	0.00694855	0.177947
Locus311	76800	0.0768005	0	0.00815944	0.112	0.00627574	0.262483
Locus312	76801	0.0768015	0.008	0.00812634	0	0.00698686	0.15108
Locus313	77200	0.0772005	0	0.00823308	0.008	0.00698664	0.164162
Locus314	78000	0.0780005	0	0.00823315	0.056	0.0068245	0.18765
Locus315	78001	0.0780015	0.008	0.00813627	0	0.00697845	0.153505
Locus316	78002	0.0780025	0.016	0.00823723	0	0.007105	0.147865
Locus317	78800	0.0788005	0.448	0.0062709	0.56	0.00603639	0.0381141
Locus318	78801	0.0788015	0.024	0.00667543	0	0.0068507	-0.0259171
Locus319	78802	0.0788025	0	0.00668869	0.032	0.0065392	0.0226034
Locus320	78803	0.0788035	0.008	0.00665658	0	0.00670547	-0.00731775
Locus321	79200	0.0792005	0.312	0.00607446	0.352	0.00608388	-0.00154929
Locus322	79201	0.0792015	0.04	0.0069315	0	0.00727453	-0.0483027
Locus323	79202	0.0792025	0	0.00726897	0.016	0.00732136	-0.00718112
Locus324	80400	0.0804005	0.008	0.00721155	0	0.00741827	-0.0282621
Locus325	80401	0.0804015	0.104	0.00659382	0	0.00729925	-0.101638
Locus326	80402	0.0804025	0.072	0.00709961	0.072	0.00705875	0.00577209
Locus327	81200	0.0812005	0	0.00759237	0.024	0.00701919	0.0784953
Locus328	81201	0.0812015	0	0.00759237	0.056	0.0070025	0.0808767
Locus329	82000	0.0820005	0.04	0.00720713	0.04	0.00709921	0.0150868
Locus330	82400	0.0824005	0.44	0.00624673	0.528	0.00600221	0.03993
Locus331	82401	0.0824015	0.008	0.00765541	0	0.00705574	0.0815708
Locus332	82800	0.0828005	0	0.00773985	0.016	0.00695494	0.106929
Locus333	83200	0.0832005	0.024	0.00766881	0.072	0.0069259	0.101893
Locus334	83600	0.0836005	0.016	0.00771203	0	0.00733323	0.0503645
Locus335	83601	0.0836015	0.016	0.00766071	0	0.00726446	0.05311
Locus336	84000	0.0840005	0	0.00778473	0.032	0.00690785	0.119505
Locus337	84400	0.0844005	0	0.00780594	0.016	0.00713181	0.0903206
Locus338	84800	0.0848005	0.512	0.00645064	0.456	0.00623119	0.0346132
Locus339	85600	0.0856006	0.04	0.00692369	0.264	0.00583401	0.171244
Locus340	85601	0.0856016	0.016	0.0072522	0	0.00739353	-0.0192997
Locus341	86400	0.0864006	0.152	0.00663973	0.072	0.00709867	-0.0668372
Locus342	86800	0.0868006	0.424	0.00704261	0.48	0.00693639	0.0151978
Locus343	87600	0.0876006	0	0.00955347	0.008	0.00948804	0.00687294
Locus344	88800	0.0888006	0	0.00941246	0.048	0.0088999	0.055994
Locus345	90000	0.0900006	0.008	0.00935705	0	0.00902706	0.0359028
Locus346	90001	0.0900016	0	0.00943421	0.008	0.00896917	0.0505495
Locus347	90002	0.0900026	0	0.00943421	0.008	0.00893939	0.0538759
Locus348	90400	0.0904006	0	0.00943421	0.008	0.00887971	0.0605744
Locus349	90800	0.0908006	0	0.00943421	0.016	0.0088398	0.0650786
Locus350	90801	0.0908016	0	0.00943421	0.008	0.00886529	0.0621993
Locus351	90802	0.0908026	0.104	0.00766763	0.28	0.00704864	0.0841732
Locus352	90803	0.0908036	0.056	0.00775857	0.048	0.00816997	-0.0516671
Locus353	91600	0.0916006	0.016	0.00787623	0	0.00849364	-0.0754694
Locus354	91601	0.0916016	0.448	0.00603556	0.48	0.00716133	-0.171028
Locus355	92000	0.0920006	0.136	0.00708046	0.08	0.00956308	-0.300571
Locus356	92400	0.0924006	0	0.00712796	0.016	0.00950237	-0.287516
Locus357	92401	0.0924016	0.136	0.00708046	0.08	0.00968078	-0.312803
Locus358	93200	0.0932006	0	0.00723333	0.024	0.00985149	-0.308923
Locus359	93201	0.0932016	0.856	0.00701324	0.92	0.00973549	-0.327978
