-6035	-0.006035	0.783193	0.123810
-5611	-0.005611	0.783193	0.161905
-5452	-0.005452	0.783193	0.161905
-4491	-0.004491	0.835294	0.161905
-3857	-0.003857	0.835294	0.161905
-3813	-0.003813	0.942857	0.161905
-3531	-0.003531	0.942857	0.161905
-3387	-0.003387	0.942857	0.161905
-3054	-0.003054	0.942857	0.200000
-3037	-0.003037	0.942857	0.200000
-2652	-0.002652	0.942857	0.247619
-2565	-0.002565	0.942857	0.304762
-2509	-0.002509	0.942857	0.352381
-420	-0.000420	1.000000	0.752381
0	0.000000	1.000000	1.000000
305	0.000305	1.000000	1.000000
474	0.000474	1.000000	0.752381
1373	0.001373	1.000000	0.638095
2278	0.002278	1.000000	0.380952
2758	0.002758	1.000000	0.380952
5363	0.005363	1.000000	0.209524
5912	0.005912	1.000000	0.209524
6715	0.006715	1.000000	0.161905
7506	0.007506	1.000000	0.161905
8129	0.008129	1.000000	0.161905
8340	0.008340	1.000000	0.142857
11850	0.011850	0.942857	0.142857
12676	0.012676	0.942857	0.142857
12737	0.012737	0.942857	0.142857
13377	0.013377	0.942857	0.142857
13452	0.013452	0.786555	0.142857
13504	0.013504	0.786555	0.142857
13594	0.013594	0.786555	0.123810
13667	0.013667	0.786555	0.123810
18492	0.018492	0.786555	0.123810
18736	0.018736	0.786555	0.123810
19241	0.019241	0.386555	0.123810
19754	0.019754	0.386555	0.123810
20075	0.020075	0.386555	0.114286
20834	0.020834	0.386555	0.114286
21937	0.021937	0.359664	0.114286
22318	0.022319	0.334454	0.114286
23344	0.023345	0.253782	0.076190
23621	0.023622	0.253782	0.076190
23623	0.023624	0.253782	0.076190
24707	0.024708	0.253782	0.076190
24813	0.024814	0.253782	0.076190
25022	0.025023	0.253782	0.076190
25552	0.025553	0.253782	0.076190
25712	0.025713	0.253782	0.076190
25713	0.025714	0.253782	0.076190
25734	0.025735	0.253782	0.076190
26840	0.026841	0.253782	0.076190
28147	0.028148	0.253782	0.076190
29168	0.029169	0.253782	0.076190
30285	0.030286	0.253782	0.076190
30838	0.030839	0.253782	0.076190
31432	0.031433	0.253782	0.076190
31863	0.031864	0.253782	0.076190
32115	0.032116	0.253782	0.076190
32247	0.032248	0.242017	0.076190
33937	0.033938	0.242017	0.076190
34855	0.034856	0.242017	0.076190
36314	0.036315	0.242017	0.047619
36825	0.036826	0.242017	0.047619
36931	0.036932	0.242017	0.047619
37383	0.037384	0.242017	0.047619
37894	0.037895	0.242017	0.047619
38282	0.038283	0.242017	0.047619
38889	0.038890	0.242017	0.047619
38925	0.038926	0.228571	0.047619
39809	0.039810	0.228571	0.047619
40174	0.040175	0.228571	0.047619
41082	0.041083	0.228571	0.047619
42604	0.042605	0.228571	0.047619
42761	0.042762	0.223529	0.047619
43083	0.043084	0.223529	0.047619
43462	0.043463	0.223529	0.047619
43798	0.043799	0.223529	0.047619
44168	0.044169	0.213445	0.047619
44996	0.044997	0.213445	0.047619
45334	0.045335	0.213445	0.047619
45348	0.045349	0.213445	0.047619
45644	0.045645	0.213445	0.047619
46714	0.046715	0.213445	0.047619
47115	0.047116	0.213445	0.047619
47122	0.047123	0.213445	0.047619
47307	0.047308	0.213445	0.047619
47473	0.047474	0.213445	0.047619
48948	0.048949	0.213445	0.047619
49711	0.049712	0.213445	0.047619
50039	0.050040	0.213445	0.047619
50045	0.050046	0.213445	0.047619
50626	0.050627	0.213445	0.047619
50923	0.050924	0.189916	0.047619
51009	0.051010	0.189916	0.047619
51300	0.051301	0.189916	0.047619
52656	0.052657	0.189916	0.047619
53584	0.053585	0.189916	0.047619
53970	0.053971	0.189916	0.047619
54038	0.054039	0.189916	0.047619
54167	0.054168	0.189916	0.047619
54371	0.054372	0.189916	0.047619
54596	0.054597	0.189916	0.028571
54681	0.054682	0.189916	0.028571
55526	0.055527	0.189916	0.028571
56644	0.056645	0.189916	0.028571
56877	0.056878	0.189916	0.028571
57996	0.057997	0.189916	0.028571
58340	0.058341	0.181513	0.028571
58432	0.058433	0.181513	0.028571
58943	0.058944	0.181513	0.028571
59033	0.059034	0.181513	0.028571
59864	0.059865	0.181513	0.028571
60268	0.060269	0.181513	0.028571
60284	0.060285	0.181513	0.028571
60767	0.060768	0.181513	0.028571
60900	0.060901	0.181513	0.028571
60926	0.060927	0.181513	0.028571
60964	0.060965	0.181513	0.028571
61595	0.061596	0.181513	0.028571
61726	0.061727	0.181513	0.028571
61866	0.061867	0.181513	0.028571
61875	0.061876	0.181513	0.028571
62369	0.062370	0.181513	0.028571
62440	0.062441	0.181513	0.028571
62964	0.062965	0.181513	0.028571
63439	0.063440	0.181513	0.028571
63683	0.063684	0.181513	0.028571
63931	0.063932	0.181513	0.028571
64758	0.064759	0.181513	0.028571
65709	0.065710	0.181513	0.028571
66090	0.066091	0.181513	0.028571
66262	0.066263	0.181513	0.028571
66265	0.066266	0.181513	0.028571
66524	0.066525	0.181513	0.028571
67262	0.067263	0.174790	0.028571
68963	0.068964	0.174790	0.028571
71480	0.071481	0.174790	0.028571
71938	0.071939	0.174790	0.028571
71943	0.071944	0.174790	0.028571
72793	0.072794	0.174790	0.028571
72841	0.072842	0.174790	0.028571
73309	0.073310	0.174790	0.028571
74587	0.074588	0.169748	0.028571
76305	0.076306	0.169748	0.028571
79743	0.079744	0.147899	0.028571
79971	0.079972	0.147899	0.028571
82863	0.082864	0.144538	0.028571
83114	0.083115	0.144538	0.028571
83709	0.083710	0.144538	0.028571
84251	0.084252	0.144538	0.028571
84607	0.084608	0.144538	0.028571
84988	0.084989	0.144538	0.028571
85402	0.085403	0.144538	0.028571
85567	0.085568	0.144538	0.028571
86068	0.086069	0.144538	0.028571
86323	0.086324	0.144538	0.028571
86935	0.086936	0.144538	0.028571
87399	0.087400	0.082353	0.028571
88256	0.088257	0.082353	0.028571
89284	0.089285	0.082353	0.028571
90383	0.090384	0.082353	0.028571
90398	0.090399	0.082353	0.028571
91784	0.091785	0.082353	0.028571
92140	0.092141	0.078992	0.028571
92202	0.092203	0.078992	0.028571
95228	0.095229	0.078992	0.028571
95619	0.095620	0.078992	0.028571
95765	0.095766	0.078992	0.028571
96168	0.096169	0.078992	0.028571
96187	0.096188	0.078992	0.028571
96421	0.096422	0.078992	0.028571
96426	0.096427	0.078992	0.028571
96932	0.096933	0.078992	0.028571
97103	0.097104	0.078992	0.028571
97581	0.097582	0.078992	0.028571
98125	0.098126	0.078992	0.028571
98307	0.098308	0.078992	0.028571
98423	0.098424	0.078992	0.028571
99287	0.099288	0.078992	0.028571
99356	0.099357	0.078992	0.028571
99813	0.099814	0.078992	0.028571
